model,label,metric,score
aya,WOMEN,f1,0.20058997050147492
aya,WOMEN,f1,0.17777777777777778
aya,WOMEN,f1,0.1763085399449036
aya,WOMEN,f1,0.20757363253856942
aya,WOMEN,f1,0.1741496598639456
aya,WOMEN,f1,0.1960227272727273
aya,WOMEN,f1,0.19444444444444445
aya,WOMEN,f1,0.1768901569186876
aya,WOMEN,f1,0.19047619047619047
aya,WOMEN,f1,0.16781292984869328
aya,WOMEN,f1,0.20293724966622168
aya,WOMEN,f1,0.19635343618513326
aya,WOMEN,f1,0.15362731152204837
aya,WOMEN,f1,0.2076502732240437
aya,WOMEN,f1,0.1750741839762611
aya,WOMEN,f1,0.18074074074074073
aya,WOMEN,f1,0.20949720670391064
aya,WOMEN,f1,0.1875901875901876
aya,WOMEN,f1,0.16442451420029894
aya,WOMEN,f1,0.21343873517786563
aya,WOMEN,f1,0.12976022566995768
aya,WOMEN,f1,0.20786516853932582
aya,WOMEN,f1,0.16176470588235295
aya,WOMEN,f1,0.20087336244541487
aya,WOMEN,f1,0.1847041847041847
aya,WOMEN,f1,0.15223880597014924
aya,WOMEN,f1,0.18867924528301888
aya,WOMEN,f1,0.18967921896792186
aya,WOMEN,f1,0.16503496503496504
aya,WOMEN,f1,0.16991643454039
aya,WOMEN,f1,0.19476744186046516
aya,WOMEN,f1,0.17872340425531913
aya,WOMEN,f1,0.19602649006622513
aya,WOMEN,f1,0.20437956204379565
aya,WOMEN,f1,0.16011644832605532
aya,WOMEN,f1,0.17923186344238975
aya,WOMEN,f1,0.18528610354223432
aya,WOMEN,f1,0.17191977077363899
aya,WOMEN,f1,0.16641452344931923
aya,WOMEN,f1,0.17462482946793997
aya,WOMEN,f1,0.17266187050359713
aya,WOMEN,f1,0.18611111111111112
aya,WOMEN,f1,0.16741405082212257
aya,WOMEN,f1,0.18890554722638683
aya,WOMEN,f1,0.14866760168302945
aya,WOMEN,f1,0.15160349854227406
aya,WOMEN,f1,0.1664233576642336
aya,WOMEN,f1,0.1845238095238095
aya,WOMEN,f1,0.16580310880829016
aya,WOMEN,f1,0.18100890207715134
aya,WOMEN,f1,0.16200294550810013
aya,WOMEN,f1,0.20576131687242796
aya,WOMEN,f1,0.1790633608815427
aya,WOMEN,f1,0.1762114537444934
aya,WOMEN,f1,0.17704011065006917
aya,WOMEN,f1,0.18345864661654132
aya,WOMEN,f1,0.15942028985507248
aya,WOMEN,f1,0.1755829903978052
aya,WOMEN,f1,0.15407407407407409
aya,WOMEN,f1,0.1986013986013986
aya,WOMEN,f1,0.18025751072961374
aya,WOMEN,f1,0.18759018759018758
aya,WOMEN,f1,0.15007215007215005
aya,WOMEN,f1,0.18367346938775508
aya,WOMEN,f1,0.2062780269058296
aya,WOMEN,f1,0.18836565096952906
aya,WOMEN,f1,0.16147308781869688
aya,WOMEN,f1,0.19699042407660738
aya,WOMEN,f1,0.17069701280227598
aya,WOMEN,f1,0.1752433936022253
aya,WOMEN,f1,0.1466275659824047
aya,WOMEN,f1,0.17613636363636365
aya,WOMEN,f1,0.16338028169014085
aya,WOMEN,f1,0.20193637621023514
aya,WOMEN,f1,0.17654808959156784
aya,WOMEN,f1,0.16997167138810199
aya,WOMEN,f1,0.16470588235294117
aya,WOMEN,f1,0.1798365122615804
aya,WOMEN,f1,0.17427385892116182
aya,WOMEN,f1,0.20699708454810498
aya,WOMEN,f1,0.19858156028368795
aya,WOMEN,f1,0.23665223665223667
aya,WOMEN,f1,0.17391304347826086
aya,WOMEN,f1,0.15584415584415584
aya,WOMEN,f1,0.14244186046511628
aya,WOMEN,f1,0.22390317700453857
aya,WOMEN,f1,0.19075144508670522
aya,WOMEN,f1,0.20689655172413796
aya,WOMEN,f1,0.1791483113069016
aya,WOMEN,f1,0.18074074074074073
aya,WOMEN,f1,0.19287833827893175
aya,WOMEN,f1,0.18795888399412627
aya,WOMEN,f1,0.14475627769571642
aya,WOMEN,f1,0.17174515235457063
aya,WOMEN,f1,0.21208053691275167
aya,WOMEN,f1,0.19225251076040173
aya,WOMEN,f1,0.18010752688172044
aya,WOMEN,f1,0.1903367496339678
aya,WOMEN,f1,0.19580419580419584
aya,WOMEN,f1,0.16524216524216523
aya,WOMEN,f1,0.18394160583941607
aya,WOMEN,f1,0.18421052631578946
aya,WOMEN,f1,0.19645293315143247
aya,WOMEN,f1,0.18810511756569848
aya,WOMEN,f1,0.16545718432510884
aya,WOMEN,f1,0.1938911022576361
aya,WOMEN,f1,0.19810040705563095
aya,WOMEN,f1,0.13096862210095497
aya,WOMEN,f1,0.18766756032171583
aya,WOMEN,f1,0.21052631578947367
aya,WOMEN,f1,0.13505747126436782
aya,WOMEN,f1,0.18577648766328012
aya,LGBTI,precision,0.1440677966101695
aya,LGBTI,precision,0.16862745098039217
aya,LGBTI,precision,0.167420814479638
aya,LGBTI,precision,0.10599078341013825
aya,LGBTI,precision,0.1673469387755102
aya,LGBTI,precision,0.205607476635514
aya,LGBTI,precision,0.14960629921259844
aya,LGBTI,precision,0.16
aya,LGBTI,precision,0.1288888888888889
aya,LGBTI,precision,0.1984126984126984
aya,LGBTI,precision,0.1721311475409836
aya,LGBTI,precision,0.19130434782608696
aya,LGBTI,precision,0.13953488372093023
aya,LGBTI,precision,0.13821138211382114
aya,LGBTI,precision,0.1680327868852459
aya,LGBTI,precision,0.19433198380566802
aya,LGBTI,precision,0.1565217391304348
aya,LGBTI,precision,0.14479638009049775
aya,LGBTI,precision,0.14347826086956522
aya,LGBTI,precision,0.15048543689320387
aya,LGBTI,precision,0.12408759124087591
aya,LGBTI,precision,0.18552036199095023
aya,LGBTI,precision,0.1440677966101695
aya,LGBTI,precision,0.16666666666666666
aya,LGBTI,precision,0.1417004048582996
aya,LGBTI,precision,0.17872340425531916
aya,LGBTI,precision,0.15311004784688995
aya,LGBTI,precision,0.17410714285714285
aya,LGBTI,precision,0.15695067264573992
aya,LGBTI,precision,0.1685823754789272
aya,LGBTI,precision,0.21645021645021645
aya,LGBTI,precision,0.13565891472868216
aya,LGBTI,precision,0.17870722433460076
aya,LGBTI,precision,0.15714285714285714
aya,LGBTI,precision,0.136
aya,LGBTI,precision,0.20425531914893616
aya,LGBTI,precision,0.14937759336099585
aya,LGBTI,precision,0.13445378151260504
aya,LGBTI,precision,0.2033898305084746
aya,LGBTI,precision,0.16129032258064516
aya,LGBTI,precision,0.152
aya,LGBTI,precision,0.13852813852813853
aya,LGBTI,precision,0.09126984126984126
aya,LGBTI,precision,0.13852813852813853
aya,LGBTI,precision,0.15444015444015444
aya,LGBTI,precision,0.13333333333333333
aya,LGBTI,precision,0.14893617021276595
aya,LGBTI,precision,0.20346320346320346
aya,LGBTI,precision,0.125
aya,LGBTI,precision,0.18220338983050846
aya,LGBTI,precision,0.15510204081632653
aya,LGBTI,precision,0.13692946058091288
aya,LGBTI,precision,0.13274336283185842
aya,LGBTI,precision,0.1615720524017467
aya,LGBTI,precision,0.16532258064516128
aya,LGBTI,precision,0.16260162601626016
aya,LGBTI,precision,0.15481171548117154
aya,LGBTI,precision,0.1450381679389313
aya,LGBTI,precision,0.17256637168141592
aya,LGBTI,precision,0.15416666666666667
aya,LGBTI,precision,0.15498154981549817
aya,LGBTI,precision,0.14410480349344978
aya,LGBTI,precision,0.1607843137254902
aya,LGBTI,precision,0.1659919028340081
aya,LGBTI,precision,0.12554112554112554
aya,LGBTI,precision,0.16597510373443983
aya,LGBTI,precision,0.15267175572519084
aya,LGBTI,precision,0.16877637130801687
aya,LGBTI,precision,0.10087719298245613
aya,LGBTI,precision,0.1565217391304348
aya,LGBTI,precision,0.12350597609561753
aya,LGBTI,precision,0.14901960784313725
aya,LGBTI,precision,0.16115702479338842
aya,LGBTI,precision,0.15833333333333333
aya,LGBTI,precision,0.14007782101167315
aya,LGBTI,precision,0.15350877192982457
aya,LGBTI,precision,0.1532258064516129
aya,LGBTI,precision,0.12669683257918551
aya,LGBTI,precision,0.18303571428571427
aya,LGBTI,precision,0.1524163568773234
aya,LGBTI,precision,0.17768595041322313
aya,LGBTI,precision,0.24890829694323144
aya,LGBTI,precision,0.17786561264822134
aya,LGBTI,precision,0.20930232558139536
aya,LGBTI,precision,0.12890625
aya,LGBTI,precision,0.17316017316017315
aya,LGBTI,precision,0.13513513513513514
aya,LGBTI,precision,0.14545454545454545
aya,LGBTI,precision,0.14423076923076922
aya,LGBTI,precision,0.19838056680161945
aya,LGBTI,precision,0.14285714285714285
aya,LGBTI,precision,0.15151515151515152
aya,LGBTI,precision,0.19230769230769232
aya,LGBTI,precision,0.16015625
aya,LGBTI,precision,0.1506276150627615
aya,LGBTI,precision,0.12449799196787148
aya,LGBTI,precision,0.13302752293577982
aya,LGBTI,precision,0.13076923076923078
aya,LGBTI,precision,0.14035087719298245
aya,LGBTI,precision,0.09012875536480687
aya,LGBTI,precision,0.19913419913419914
aya,LGBTI,precision,0.08837209302325581
aya,LGBTI,precision,0.1638655462184874
aya,LGBTI,precision,0.15447154471544716
aya,LGBTI,precision,0.13306451612903225
aya,LGBTI,precision,0.11914893617021277
aya,LGBTI,precision,0.18502202643171806
aya,LGBTI,precision,0.15859030837004406
aya,LGBTI,precision,0.14655172413793102
aya,LGBTI,precision,0.11788617886178862
aya,LGBTI,precision,0.17699115044247787
aya,LGBTI,precision,0.14652014652014653
aya,LGBTI,precision,0.13793103448275862
aya,LGBTI,precision,0.1572052401746725
aya,LGBTI,precision,0.14634146341463414
aya,LGBTI,precision,0.1574468085106383
aya,LGBTI,precision,0.1522633744855967
aya,LGBTI,precision,0.15668202764976957
aya,LGBTI,precision,0.16
aya,LGBTI,precision,0.13306451612903225
aya,LGBTI,precision,0.0970464135021097
aya,LGBTI,precision,0.16
aya,LGBTI,precision,0.17509727626459143
aya,LGBTI,precision,0.14344262295081966
aya,LGBTI,precision,0.1693548387096774
aya,LGBTI,precision,0.16299559471365638
aya,LGBTI,precision,0.1864406779661017
aya,LGBTI,precision,0.19282511210762332
aya,LGBTI,precision,0.13333333333333333
aya,LGBTI,precision,0.17727272727272728
aya,LGBTI,precision,0.10526315789473684
aya,LGBTI,precision,0.1469387755102041
aya,LGBTI,precision,0.15384615384615385
aya,LGBTI,precision,0.172
aya,LGBTI,precision,0.1377952755905512
aya,LGBTI,precision,0.175
aya,LGBTI,precision,0.1557377049180328
aya,LGBTI,precision,0.12648221343873517
aya,LGBTI,precision,0.16736401673640167
aya,LGBTI,precision,0.19747899159663865
aya,LGBTI,precision,0.15234375
aya,LGBTI,precision,0.15985130111524162
aya,LGBTI,precision,0.14522821576763487
aya,LGBTI,precision,0.175
aya,LGBTI,precision,0.18672199170124482
aya,LGBTI,precision,0.17886178861788618
aya,LGBTI,precision,0.1708185053380783
aya,LGBTI,precision,0.17228464419475656
aya,LGBTI,precision,0.16417910447761194
aya,LGBTI,precision,0.16470588235294117
aya,LGBTI,recall,0.41975308641975306
aya,LGBTI,recall,0.42574257425742573
aya,LGBTI,recall,0.4065934065934066
aya,LGBTI,recall,0.35384615384615387
aya,LGBTI,recall,0.41414141414141414
aya,LGBTI,recall,0.5116279069767442
aya,LGBTI,recall,0.4523809523809524
aya,LGBTI,recall,0.4675324675324675
aya,LGBTI,recall,0.3625
aya,LGBTI,recall,0.5208333333333334
aya,LGBTI,recall,0.4666666666666667
aya,LGBTI,recall,0.4835164835164835
aya,LGBTI,recall,0.4090909090909091
aya,LGBTI,recall,0.38636363636363635
aya,LGBTI,recall,0.422680412371134
aya,LGBTI,recall,0.5
aya,LGBTI,recall,0.3870967741935484
aya,LGBTI,recall,0.3855421686746988
aya,LGBTI,recall,0.39759036144578314
aya,LGBTI,recall,0.33695652173913043
aya,LGBTI,recall,0.40476190476190477
aya,LGBTI,recall,0.44086021505376344
aya,LGBTI,recall,0.41975308641975306
aya,LGBTI,recall,0.4090909090909091
aya,LGBTI,recall,0.3804347826086957
aya,LGBTI,recall,0.42857142857142855
aya,LGBTI,recall,0.38095238095238093
aya,LGBTI,recall,0.4105263157894737
aya,LGBTI,recall,0.4375
aya,LGBTI,recall,0.46808510638297873
aya,LGBTI,recall,0.5
aya,LGBTI,recall,0.4268292682926829
aya,LGBTI,recall,0.4895833333333333
aya,LGBTI,recall,0.4536082474226804
aya,LGBTI,recall,0.39080459770114945
aya,LGBTI,recall,0.48
aya,LGBTI,recall,0.4090909090909091
aya,LGBTI,recall,0.3368421052631579
aya,LGBTI,recall,0.46601941747572817
aya,LGBTI,recall,0.4444444444444444
aya,LGBTI,recall,0.3958333333333333
aya,LGBTI,recall,0.3368421052631579
aya,LGBTI,recall,0.3709677419354839
aya,LGBTI,recall,0.38095238095238093
aya,LGBTI,recall,0.43478260869565216
aya,LGBTI,recall,0.4383561643835616
aya,LGBTI,recall,0.3723404255319149
aya,LGBTI,recall,0.5
aya,LGBTI,recall,0.38095238095238093
aya,LGBTI,recall,0.581081081081081
aya,LGBTI,recall,0.4175824175824176
aya,LGBTI,recall,0.4024390243902439
aya,LGBTI,recall,0.36585365853658536
aya,LGBTI,recall,0.38144329896907214
aya,LGBTI,recall,0.43157894736842106
aya,LGBTI,recall,0.42105263157894735
aya,LGBTI,recall,0.43529411764705883
aya,LGBTI,recall,0.4470588235294118
aya,LGBTI,recall,0.4875
aya,LGBTI,recall,0.4625
aya,LGBTI,recall,0.4883720930232558
aya,LGBTI,recall,0.4342105263157895
aya,LGBTI,recall,0.47126436781609193
aya,LGBTI,recall,0.45555555555555555
aya,LGBTI,recall,0.32954545454545453
aya,LGBTI,recall,0.47058823529411764
aya,LGBTI,recall,0.4166666666666667
aya,LGBTI,recall,0.47058823529411764
aya,LGBTI,recall,0.30666666666666664
aya,LGBTI,recall,0.3956043956043956
aya,LGBTI,recall,0.4305555555555556
aya,LGBTI,recall,0.475
aya,LGBTI,recall,0.4431818181818182
aya,LGBTI,recall,0.4523809523809524
aya,LGBTI,recall,0.36
aya,LGBTI,recall,0.43209876543209874
aya,LGBTI,recall,0.40425531914893614
aya,LGBTI,recall,0.3684210526315789
aya,LGBTI,recall,0.47126436781609193
aya,LGBTI,recall,0.43157894736842106
aya,LGBTI,recall,0.5
aya,LGBTI,recall,0.48717948717948717
aya,LGBTI,recall,0.4639175257731959
aya,LGBTI,recall,0.47368421052631576
aya,LGBTI,recall,0.4125
aya,LGBTI,recall,0.4444444444444444
aya,LGBTI,recall,0.4069767441860465
aya,LGBTI,recall,0.3333333333333333
aya,LGBTI,recall,0.39473684210526316
aya,LGBTI,recall,0.6049382716049383
aya,LGBTI,recall,0.3829787234042553
aya,LGBTI,recall,0.42168674698795183
aya,LGBTI,recall,0.4945054945054945
aya,LGBTI,recall,0.4939759036144578
aya,LGBTI,recall,0.45
aya,LGBTI,recall,0.3974358974358974
aya,LGBTI,recall,0.35365853658536583
aya,LGBTI,recall,0.3695652173913043
aya,LGBTI,recall,0.4050632911392405
aya,LGBTI,recall,0.3
aya,LGBTI,recall,0.5054945054945055
aya,LGBTI,recall,0.2235294117647059
aya,LGBTI,recall,0.4642857142857143
aya,LGBTI,recall,0.37254901960784315
aya,LGBTI,recall,0.4125
aya,LGBTI,recall,0.3888888888888889
aya,LGBTI,recall,0.4666666666666667
aya,LGBTI,recall,0.391304347826087
aya,LGBTI,recall,0.37777777777777777
aya,LGBTI,recall,0.32954545454545453
aya,LGBTI,recall,0.42105263157894735
aya,LGBTI,recall,0.43010752688172044
aya,LGBTI,recall,0.4044943820224719
aya,LGBTI,recall,0.47368421052631576
aya,LGBTI,recall,0.47368421052631576
aya,LGBTI,recall,0.4065934065934066
aya,LGBTI,recall,0.4625
aya,LGBTI,recall,0.3953488372093023
aya,LGBTI,recall,0.4878048780487805
aya,LGBTI,recall,0.4177215189873418
aya,LGBTI,recall,0.3382352941176471
aya,LGBTI,recall,0.5
aya,LGBTI,recall,0.4639175257731959
aya,LGBTI,recall,0.3723404255319149
aya,LGBTI,recall,0.4827586206896552
aya,LGBTI,recall,0.38144329896907214
aya,LGBTI,recall,0.4631578947368421
aya,LGBTI,recall,0.43
aya,LGBTI,recall,0.42424242424242425
aya,LGBTI,recall,0.43333333333333335
aya,LGBTI,recall,0.3611111111111111
aya,LGBTI,recall,0.4186046511627907
aya,LGBTI,recall,0.43902439024390244
aya,LGBTI,recall,0.48314606741573035
aya,LGBTI,recall,0.4069767441860465
aya,LGBTI,recall,0.4421052631578947
aya,LGBTI,recall,0.48717948717948717
aya,LGBTI,recall,0.3902439024390244
aya,LGBTI,recall,0.425531914893617
aya,LGBTI,recall,0.44339622641509435
aya,LGBTI,recall,0.4431818181818182
aya,LGBTI,recall,0.44329896907216493
aya,LGBTI,recall,0.4117647058823529
aya,LGBTI,recall,0.4772727272727273
aya,LGBTI,recall,0.44554455445544555
aya,LGBTI,recall,0.5238095238095238
aya,LGBTI,recall,0.4948453608247423
aya,LGBTI,recall,0.44660194174757284
aya,LGBTI,recall,0.5
aya,LGBTI,recall,0.45652173913043476
aya,LGBTI,f1,0.21451104100946375
aya,LGBTI,f1,0.24157303370786518
aya,LGBTI,f1,0.2371794871794872
aya,LGBTI,f1,0.16312056737588654
aya,LGBTI,f1,0.23837209302325585
aya,LGBTI,f1,0.29333333333333333
aya,LGBTI,f1,0.22485207100591717
aya,LGBTI,f1,0.2384105960264901
aya,LGBTI,f1,0.1901639344262295
aya,LGBTI,f1,0.28735632183908044
aya,LGBTI,f1,0.25149700598802394
aya,LGBTI,f1,0.27414330218068533
aya,LGBTI,f1,0.20809248554913296
aya,LGBTI,f1,0.20359281437125748
aya,LGBTI,f1,0.2404692082111437
aya,LGBTI,f1,0.2798833819241982
aya,LGBTI,f1,0.22291021671826627
aya,LGBTI,f1,0.21052631578947367
aya,LGBTI,f1,0.21086261980830673
aya,LGBTI,f1,0.20805369127516776
aya,LGBTI,f1,0.1899441340782123
aya,LGBTI,f1,0.2611464968152866
aya,LGBTI,f1,0.21451104100946375
aya,LGBTI,f1,0.23684210526315785
aya,LGBTI,f1,0.2064896755162242
aya,LGBTI,f1,0.2522522522522523
aya,LGBTI,f1,0.21843003412969283
aya,LGBTI,f1,0.24451410658307207
aya,LGBTI,f1,0.23102310231023104
aya,LGBTI,f1,0.24788732394366197
aya,LGBTI,f1,0.3021148036253776
aya,LGBTI,f1,0.20588235294117646
aya,LGBTI,f1,0.2618384401114206
aya,LGBTI,f1,0.23342175066312995
aya,LGBTI,f1,0.20178041543026703
aya,LGBTI,f1,0.2865671641791045
aya,LGBTI,f1,0.2188449848024316
aya,LGBTI,f1,0.19219219219219216
aya,LGBTI,f1,0.28318584070796465
aya,LGBTI,f1,0.2366863905325444
aya,LGBTI,f1,0.21965317919075145
aya,LGBTI,f1,0.19631901840490798
aya,LGBTI,f1,0.1464968152866242
aya,LGBTI,f1,0.20317460317460317
aya,LGBTI,f1,0.22792022792022792
aya,LGBTI,f1,0.20447284345047925
aya,LGBTI,f1,0.2127659574468085
aya,LGBTI,f1,0.28923076923076924
aya,LGBTI,f1,0.18823529411764706
aya,LGBTI,f1,0.27741935483870966
aya,LGBTI,f1,0.22619047619047616
aya,LGBTI,f1,0.2043343653250774
aya,LGBTI,f1,0.19480519480519484
aya,LGBTI,f1,0.2269938650306748
aya,LGBTI,f1,0.23906705539358603
aya,LGBTI,f1,0.2346041055718475
aya,LGBTI,f1,0.22839506172839505
aya,LGBTI,f1,0.2190201729106628
aya,LGBTI,f1,0.2549019607843137
aya,LGBTI,f1,0.23124999999999998
aya,LGBTI,f1,0.23529411764705885
aya,LGBTI,f1,0.21639344262295082
aya,LGBTI,f1,0.23976608187134504
aya,LGBTI,f1,0.2433234421364985
aya,LGBTI,f1,0.1818181818181818
aya,LGBTI,f1,0.245398773006135
aya,LGBTI,f1,0.223463687150838
aya,LGBTI,f1,0.24844720496894404
aya,LGBTI,f1,0.15181518151815182
aya,LGBTI,f1,0.22429906542056074
aya,LGBTI,f1,0.19195046439628483
aya,LGBTI,f1,0.22686567164179106
aya,LGBTI,f1,0.2363636363636364
aya,LGBTI,f1,0.23456790123456786
aya,LGBTI,f1,0.20168067226890754
aya,LGBTI,f1,0.226537216828479
aya,LGBTI,f1,0.2222222222222222
aya,LGBTI,f1,0.18855218855218855
aya,LGBTI,f1,0.26366559485530544
aya,LGBTI,f1,0.22527472527472528
aya,LGBTI,f1,0.2621951219512195
aya,LGBTI,f1,0.32947976878612717
aya,LGBTI,f1,0.2571428571428571
aya,LGBTI,f1,0.2903225806451613
aya,LGBTI,f1,0.19642857142857142
aya,LGBTI,f1,0.24922118380062303
aya,LGBTI,f1,0.20289855072463767
aya,LGBTI,f1,0.20253164556962022
aya,LGBTI,f1,0.21126760563380279
aya,LGBTI,f1,0.2987804878048781
aya,LGBTI,f1,0.2080924855491329
aya,LGBTI,f1,0.22292993630573252
aya,LGBTI,f1,0.27692307692307694
aya,LGBTI,f1,0.24188790560471976
aya,LGBTI,f1,0.22570532915360503
aya,LGBTI,f1,0.18960244648318045
aya,LGBTI,f1,0.19333333333333336
aya,LGBTI,f1,0.19318181818181818
aya,LGBTI,f1,0.20846905537459284
aya,LGBTI,f1,0.13861386138613863
aya,LGBTI,f1,0.2857142857142857
aya,LGBTI,f1,0.12666666666666668
aya,LGBTI,f1,0.2422360248447205
aya,LGBTI,f1,0.21839080459770113
aya,LGBTI,f1,0.20121951219512196
aya,LGBTI,f1,0.18241042345276876
aya,LGBTI,f1,0.2649842271293375
aya,LGBTI,f1,0.22570532915360503
aya,LGBTI,f1,0.21118012422360244
aya,LGBTI,f1,0.17365269461077845
aya,LGBTI,f1,0.249221183800623
aya,LGBTI,f1,0.2185792349726776
aya,LGBTI,f1,0.20571428571428574
aya,LGBTI,f1,0.2360655737704918
aya,LGBTI,f1,0.22360248447204967
aya,LGBTI,f1,0.22699386503067487
aya,LGBTI,f1,0.22910216718266257
aya,LGBTI,f1,0.2244224422442244
aya,LGBTI,f1,0.24096385542168675
aya,LGBTI,f1,0.20183486238532108
aya,LGBTI,f1,0.15081967213114753
aya,LGBTI,f1,0.24242424242424243
aya,LGBTI,f1,0.25423728813559326
aya,LGBTI,f1,0.2071005917159763
aya,LGBTI,f1,0.2507462686567164
aya,LGBTI,f1,0.22839506172839508
aya,LGBTI,f1,0.26586102719033233
aya,LGBTI,f1,0.2662538699690402
aya,LGBTI,f1,0.20289855072463767
aya,LGBTI,f1,0.2516129032258065
aya,LGBTI,f1,0.16300940438871472
aya,LGBTI,f1,0.21752265861027192
aya,LGBTI,f1,0.22784810126582278
aya,LGBTI,f1,0.25368731563421826
aya,LGBTI,f1,0.20588235294117646
aya,LGBTI,f1,0.2507462686567164
aya,LGBTI,f1,0.2360248447204969
aya,LGBTI,f1,0.19104477611940296
aya,LGBTI,f1,0.24024024024024027
aya,LGBTI,f1,0.27325581395348836
aya,LGBTI,f1,0.22674418604651167
aya,LGBTI,f1,0.2349726775956284
aya,LGBTI,f1,0.2147239263803681
aya,LGBTI,f1,0.25609756097560976
aya,LGBTI,f1,0.26315789473684215
aya,LGBTI,f1,0.2666666666666667
aya,LGBTI,f1,0.253968253968254
aya,LGBTI,f1,0.2486486486486487
aya,LGBTI,f1,0.24719101123595505
aya,LGBTI,f1,0.2420749279538905
aya,RACISM,precision,0.3429844097995546
aya,RACISM,precision,0.3559322033898305
aya,RACISM,precision,0.3619246861924686
aya,RACISM,precision,0.3699788583509514
aya,RACISM,precision,0.3739130434782609
aya,RACISM,precision,0.3409090909090909
aya,RACISM,precision,0.378021978021978
aya,RACISM,precision,0.34475374732334046
aya,RACISM,precision,0.3824130879345603
aya,RACISM,precision,0.38095238095238093
aya,RACISM,precision,0.40130151843817785
aya,RACISM,precision,0.3661417322834646
aya,RACISM,precision,0.36542669584245074
aya,RACISM,precision,0.3722466960352423
aya,RACISM,precision,0.35363457760314343
aya,RACISM,precision,0.3747178329571106
aya,RACISM,precision,0.3663157894736842
aya,RACISM,precision,0.3111111111111111
aya,RACISM,precision,0.4048140043763676
aya,RACISM,precision,0.3761261261261261
aya,RACISM,precision,0.3378684807256236
aya,RACISM,precision,0.34467120181405897
aya,RACISM,precision,0.3991031390134529
aya,RACISM,precision,0.3801295896328294
aya,RACISM,precision,0.34810126582278483
aya,RACISM,precision,0.35477178423236516
aya,RACISM,precision,0.34174311926605505
aya,RACISM,precision,0.3540772532188841
aya,RACISM,precision,0.3782608695652174
aya,RACISM,precision,0.375
aya,RACISM,precision,0.3537117903930131
aya,RACISM,precision,0.34988179669030733
aya,RACISM,precision,0.36465324384787473
aya,RACISM,precision,0.3790849673202614
aya,RACISM,precision,0.34968017057569295
aya,RACISM,precision,0.36809815950920244
aya,RACISM,precision,0.35351089588377727
aya,RACISM,precision,0.358695652173913
aya,RACISM,precision,0.3697478991596639
aya,RACISM,precision,0.38738738738738737
aya,RACISM,precision,0.3241525423728814
aya,RACISM,precision,0.3568075117370892
aya,RACISM,precision,0.35343035343035345
aya,RACISM,precision,0.35853131749460043
aya,RACISM,precision,0.36065573770491804
aya,RACISM,precision,0.37554585152838427
aya,RACISM,precision,0.34579439252336447
aya,RACISM,precision,0.36343115124153497
aya,RACISM,precision,0.35564853556485354
aya,RACISM,precision,0.3877995642701525
aya,RACISM,precision,0.3649193548387097
aya,RACISM,precision,0.3793103448275862
aya,RACISM,precision,0.35365853658536583
aya,RACISM,precision,0.35634743875278396
aya,RACISM,precision,0.3347921225382932
aya,RACISM,precision,0.3630434782608696
aya,RACISM,precision,0.36403508771929827
aya,RACISM,precision,0.38636363636363635
aya,RACISM,precision,0.3899782135076253
aya,RACISM,precision,0.3549107142857143
aya,RACISM,precision,0.34893617021276596
aya,RACISM,precision,0.3614190687361419
aya,RACISM,precision,0.345679012345679
aya,RACISM,precision,0.35281837160751567
aya,RACISM,precision,0.37995337995337997
aya,RACISM,precision,0.391304347826087
aya,RACISM,precision,0.34182590233545646
aya,RACISM,precision,0.40836653386454186
aya,RACISM,precision,0.37735849056603776
aya,RACISM,precision,0.36681222707423583
aya,RACISM,precision,0.3490364025695932
aya,RACISM,precision,0.35294117647058826
aya,RACISM,precision,0.43207126948775054
aya,RACISM,precision,0.38095238095238093
aya,RACISM,precision,0.3620309050772627
aya,RACISM,precision,0.39387755102040817
aya,RACISM,precision,0.3706293706293706
aya,RACISM,precision,0.42643923240938164
aya,RACISM,precision,0.3485838779956427
aya,RACISM,precision,0.3826879271070615
aya,RACISM,precision,0.3975409836065574
aya,RACISM,precision,0.36875
aya,RACISM,precision,0.34375
aya,RACISM,precision,0.36764705882352944
aya,RACISM,precision,0.3822314049586777
aya,RACISM,precision,0.3669724770642202
aya,RACISM,precision,0.3986175115207373
aya,RACISM,precision,0.3811563169164882
aya,RACISM,precision,0.4060324825986079
aya,RACISM,precision,0.36147186147186144
aya,RACISM,precision,0.35
aya,RACISM,precision,0.38478747203579416
aya,RACISM,precision,0.3363028953229399
aya,RACISM,precision,0.31666666666666665
aya,RACISM,precision,0.34467120181405897
aya,RACISM,precision,0.38074398249452956
aya,RACISM,precision,0.375
aya,RACISM,precision,0.3747178329571106
aya,RACISM,precision,0.3291139240506329
aya,RACISM,precision,0.33542976939203356
aya,RACISM,precision,0.33695652173913043
aya,RACISM,precision,0.3786610878661088
aya,RACISM,precision,0.34502923976608185
aya,RACISM,precision,0.38724373576309795
aya,RACISM,precision,0.38877755511022044
aya,RACISM,precision,0.38675213675213677
aya,RACISM,precision,0.36811023622047245
aya,RACISM,precision,0.3722943722943723
aya,RACISM,precision,0.3231441048034934
aya,RACISM,precision,0.3231850117096019
aya,RACISM,precision,0.35604395604395606
aya,RACISM,precision,0.35714285714285715
aya,RACISM,precision,0.36046511627906974
aya,RACISM,precision,0.39361702127659576
aya,RACISM,precision,0.37272727272727274
aya,RACISM,precision,0.3695198329853862
aya,RACISM,precision,0.34210526315789475
aya,RACISM,precision,0.32662192393736017
