,context_tweet,text,pred_cot
539,“¿Por qué no vemos médicos trans?”: el reclamo de un prestigioso cardiólogo para que América sea más inclusiva | Por Valeria Román https://t.co/19put40QqT,"@usuario Porque se escuenden, dirían los pibis","El texto hace referencia a que los médicos trans ""se esconden"". Aunque no es un discurso de odio explícito, puede ser considerado como una expresión de enemistad o rechazo hacia las personas trans. Por lo tanto, la respuesta final es ""lgbti""."
656,Coronavirus en la Argentina: El Presidente recibió a las organizaciones sociales y prometió fondos para la economía popular https://t.co/0P6jMH5BWB https://t.co/f85vCTGcLx,"@usuario Economía popular: trabajadores en negro, explotados y vagos planeros subsidiados hace 18 años.","El texto se refiere a las personas que forman parte de la economía popular como trabajadores en negro, explotados, vagos y planeros subsidiados. La respuesta final es ""clase""."
44,China: identificaron otro virus “con potencial para convertirse en pandemia” #NuevoVirus #China #TransportadoPorCerdos #PodríaInfectarAHumanos #LasActualesVacunasPodríanAdaptarse #MásEnLaNota https://t.co/PfFGNEhY1O,@usuario Domo en China (?),"El comentario hace referencia a una expresión utilizada en el anime japonesa para decir ""Estoy entendiendo"" o ""Entendido"". No hay discurso de odio en este caso. La respuesta final es ""nada""."
1031,Comunicado: los intendentes radicales de Formosa respaldaron a Insfrán https://t.co/C3fGO4hrGk https://t.co/y97D4nZzp4,@usuario Esclavos ...,"El mensaje utiliza el término ""esclavos"" para referirse a los intendentes radicales de Formosa, lo cual implica una discriminación y un menosprecio hacia ellos. La respuesta final es ""racismo""."
11,Qué hubiese pasado en otros países con la mujer que mordió y arrojó gas pimienta a los policías en Villa Ballester | Por Mauricio Luna https://t.co/QMbNEQXm5n,@usuario Balazo en la nuca.,"El texto hace una sugerencia violenta y amenazante hacia la mujer que cometió el acto mencionado en el contexto. La respuesta final es ""mujer"""
569,Los fans de Florencia Kirchner le piden casamiento por Instagram https://t.co/t0zMcHf8g8 https://t.co/D7wG8EDOBi,@usuario Hdp tienen que tener estomago para querer casarse con terrible adefesio,"El texto se refiere a Florencia Kirchner de manera despectiva, aludiendo a su apariencia física (adefesio). La respuesta final es ""aspecto"""
102,"""Te amo "". La emotiva dedicatoria de Luis Novaresio a su pareja en su cumpleaños https://t.co/Hh63kaVA5U https://t.co/vNaUBjBkzx",@usuario Asco dan.,"El texto expresa una opinión negativa sobre la relación de Novaresio con su pareja, pero no utiliza ninguna característica protegida como motivo de odio. La respuesta final es 'nada'."
154,"Macabro hallazgo en China: 4.000 perros, gatos y otros animales muertos dentro de cajas en un depósito https://t.co/rUeDlGGdhj",@usuario @usuario No quiero tener nada que ver con esta gente...😢😢😢,"El comentario expresa rechazo hacia ""esta gente"", sin especificar a quiénes se refiere. No se mencionan características protegidas. La respuesta final es 'nada'."
296,Cómo funciona la violencia machista en las redes sociales: el caso de las mujeres que participan en política https://t.co/8XIDc4eODU,"@usuario creo que el que sabe del mucho del tema es Alberto F., con solo ver sus twits hace un año atras podemos ver que es la violencia machista en twitter","El comentario acusa a Alberto F. de ser machista. La respuesta final es ""mujer, política"""
887,"Contó que era lesbiana, su papá le confesó que era gay y ahora su madre se enamoró de una mujer, lo que inspiró su segundo film | Por Hugo Martin
https://t.co/dt3NtrVJIW",@usuario Alta orgía,"El comentario hace referencia a una situación relacionada con personas LGBTI, pero no contiene un discurso de odio específico. La respuesta final es ""lgbti""."
244,Multitudes en las calles y discotecas abarrotadas: la fiesta de Wuhan tras el año de la pandemia que se inició en uno de sus “mercados húmedos” https://t.co/Sm5M3iUPKw,@usuario Globos NEGROS deberían ser !,"El comentario alude al color de piel de las personas en las fiestas de Wuhan. La respuesta final es ""racismo""."
335,Luis Novaresio se comprometió con Braulio Bauab: “Estamos felices” https://t.co/9TxObocon2,"@usuario Pero que importante!!!! P.D. al Braulio le entro. Volviendo, q es el 9 de julio?","El texto hace un comentario sobre la orientación sexual de una persona (Braulio), insinuando que el hablante también se siente atraído por él. La respuesta final es ""lgbti""."
882,"Graciela Camaño: ""No hay conducción bifronte, la gestión la conduce Cristina Kirchner""

""Me considero una diputada opositora, no estoy conforme con la dirigencia política, porque se ha perdido mucho nivel con los años"", dijo la legisladora.

https://t.co/3gT0n2GpGu","@usuario Gracielita, si no te gusta andate a Haiti.","El texto alude a su nombre (Gracielita) y le sugiere que se vaya a Haití, lo cual entendemos como un insulto relacionado a su nacionalidad. La respuesta final es ""racismo"""
880,"Andrea del Boca, Thelma Fardin y Leonor Benedetto se ponen el la piel de las ""mujeres inmortales"" de la Argentina https://t.co/rPgVEa79ym https://t.co/vTItMuKyLh","@usuario Estas actrices kirchneristas estan a la altura de encarnar a Eva,Cristina,y Donda....NO LES DA EL CUERO PARA INTERPRETAR A LAS SOBRESALIENTES MUJERES ARGENTINAS.","El texto critica las habilidades actrices kirchneristas para interpretar a las ""sobresalientes mujeres argentinas"", insinuando que no están a la altura. La respuesta final es ""mujer, política"""
753,Tensión en Villa Mascardi: mapuches resisten el desalojo de un predio usurpado https://t.co/8X6nnuOh21,@usuario PRESOS YA. Basta de terrorismo!!!!!!!,"El texto pide que los mapuches sean presos y se refiere a sus acciones como terrorismo. La respuesta final es ""criminal"""
886,"Coronavirus en Argentina: Tras los contactos entre Xi Jinping y Alberto Fernández, Aerolíneas Argentinas volará a China para traer una carga de insumos https://t.co/YLYJbzURE6","@usuario Ellos (chinos) se la mandan , y ahora la quieren arreglar.","El texto hace una generalización negativa hacia los chinos, aludiendo a que ellos causaron la situación del COVID-19 y ahora tratan de solucionarla. La respuesta final es ""racismo""."
139,Preocupante hallazgo en China: detectaron coronavirus en helados https://t.co/Or3PW5D7Ph,@usuario Serán gusto a murciélago?,"El comentario hace referencia a la comida china y relaciona el helado con el murciélago, que se considera la posible fuente de origen del coronavirus. La respuesta final es ""racismo""."
128,"Macabro hallazgo en China: 4.000 perros, gatos y otros animales muertos dentro de cajas en un depósito https://t.co/rUeDlGGdhj",@usuario Cuando se extinguen esos hdps?,"El texto hace referencia a los animales de China y utiliza un lenguaje ofensivo al llamar ""hdps"" a los responsables de su muerte. Sin embargo, no se dirige a ninguna característica protegida. La respuesta final es ""nada""."
866,"Beatriz Sarlo: ""Me equivoqué con Cristina Kirchner y Alberto Fernández"" https://t.co/ACw8PTuCq2 https://t.co/sbo1b6ez6t","@usuario Que mujer  desagradable y despreciable que sos. 
Como pudiste llegar al pedestal de "" intelectual"". Mamita querida. Tus análisis son como los de la vieja b de rulerosbquebvivebenfrente de mi casa!","El mensaje se refiere de manera despectiva a la mujer (Beatriz Sarlo) y utiliza insultos y descalificaciones. La respuesta final es ""mujer""."
549,Coronavirus: Florencia Kirchner compartió una curiosa reflexión sobre la cuarentena https://t.co/0nI5GKR1NL https://t.co/8KSATPqhFK,@usuario Devolve la plata bicho canasto! Que si mamita no fuera quien es estarías pagando badoo premium a ver si algún ciego te toca y laburando vendiendo productos a domicilio,"El texto se refiere a Florencia Kirchner de manera despectiva, pero no menciona ninguna característica protegida. La respuesta final es 'nada'."
66,"“Mica” y “Maru”, las viudas negras de WhatsApp que drogaron a un empresario y le robaron más de 70 mil dólares | Por Martín Candalaft https://t.co/OpRPN3zxco",@usuario Jajaja se quiso enfiestar a las suripantas y lo dejaron en bolas,"El texto se refiere a las mujeres como ""suripantas"", lo cual es un insulto y alude a su condición de mujeres. La respuesta final es ""mujer""."
899,China enviará nueva ayuda sanitaria a la Argentina para mitigar el impacto del coronavirus | Por Martín Dinatale https://t.co/VW8Th1oWln,@usuario No. Gracias. Quédense con su virus del orto y su población también 😡,"El texto expresa rechazo hacia la población china y hacia el virus, pero no menciona ninguna característica protegida. La respuesta final es 'nada'."
388,El Presidente postergó el envío de la ley de aborto al Congreso por la pandemia de coronavirus https://t.co/PwG52mmUlP,@usuario jaaaa lloren radfems!,"El mensaje utiliza un tono burlón y se dirige a las radfems (feministas radicales). Aunque puede considerarse un comentario despectivo, no llega a ser un discurso de odio intenso y no se dirige a ninguna de las características protegidas mencionadas. La respuesta final es 'nada'."
1114,Xi Jinping prometió que las vacunas desarrolladas en China contra el coronavirus estarán disponibles como “bien público global” https://t.co/ZWCZray2Wo,@usuario Más te vale que hagan 2x1 tus ciudadanos de mi barrio.,"El comentario alude a los ciudadanos de China, insinuando que son falsificadores. La respuesta final es ""racismo"""
643,Escocia será el primer país del mundo que proveerá gratis a todas las mujeres tampones y toallas femeninas https://t.co/TTUWCHBxmM,@usuario Gratis?. Ya parecen peronistas,"El texto critica la medida de proveer tampones y toallas femeninas de forma gratuita, comparándola con el peronismo. La respuesta final es ""mujer, política"""
357,"El desesperado pedido de Actrices Argentinas ante la violencia de género en cuarentena: ""Es urgente"" https://t.co/ARA0WcCFw3","@usuario A estas minas les van muy bien los barbijos. Para algunas, les sirve de tapafaltas!!!","El texto hace un comentario despectivo hacia las mujeres, aludiendo a que utilizan los barbijos para ocultar sus faltas o errores. La respuesta final es ""mujer""."
298,El dardo del Beto Alonso a Mauricio Macri: “Debe haber ido a Paraguay a pedir los puntos de la final de Madrid” https://t.co/XUpXkvQjiI,"@usuario Éste es el sr al encontraron en el vestuario con la pij4 de un compañero en su boca? .... Hasta un nieto lo llamó ""fifi""","El texto alude a la orientación sexual del presidente Macri, acusándolo de tener relaciones sexuales con otro hombre. La respuesta final es ""lgbti""."
1023,Coronavirus en Argentina: el 70% de los casos son en hombres https://t.co/f4OXwC4wtl,@usuario Es un virus feminista.,"El texto alude al virus como ""feminista"", lo cual es una afirmación irracional e intensa. La respuesta final es ""mujer""."
961,Escocia será el primer país del mundo que proveerá gratis a todas las mujeres tampones y toallas femeninas https://t.co/TTUWCHBxmM,"@usuario Estos kirchneristas de pollera se piensan que todo es gratis, que sigue? Whisky para todos?","El texto critica a los kirchneristas y los asocia con el estereotipo de mujeres que usan pollera, y se burla de la idea de proveer tampones y toallas femeninas de forma gratuita. La respuesta final es ""mujer, política"""
730,Axel Kicillof evalúa endurecer los controles a los porteños que se desplacen hacia la provincia de Buenos Aires | Por Martín Dinatale https://t.co/9DJmYHn6vh,"@usuario Que lindo !
Alguien tenia q tirar la primera piedra .
.
Ahora solo falta llamar a Trump para q nos construya el muro.

Pero bueno, vamos a terminar con la grieta","El texto se refiere a los porteños de manera despectiva y hace mención a la construcción de un muro, lo cual remite al discurso de odio contra inmigrantes y xenofobia. También menciona la grieta política. La respuesta final es ""racismo, política""."
264,"Mayra Mendoza: “Promover que la gente salga a la calle y celebrar me parece una actitud muy miserable, egoísta e irresponsable” | Por Mariana Dahbar https://t.co/2OJRkPIDVz","@usuario El conurbano entero, incluido los simios que la votaron,se le caga de risa.","El comentario insulta a los votantes de Mayra Mendoza llamándolos ""simios"". La respuesta final es ""racismo"""
1072,Xi Jinping prometió que las vacunas desarrolladas en China contra el coronavirus estarán disponibles como “bien público global” https://t.co/ZWCZray2Wo,"@usuario Seràn otro cuento chino? Milenaria es la fama, bien ganada","El comentario utiliza la expresión ""cuento chino"" de manera peyorativa, lo cual alude a los chinos y su cultura. La respuesta final es ""racismo""."
907,Evo Morales aseguró desde Buenos Aires que Luis Arce ganó las elecciones en Bolivia https://t.co/puEDB1K5IQ,@usuario Mejor. Ahora que se vuelva a Bolivia que ya demasiados delincuentes mantenemos acá,"El texto se refiere a Evo Morales como un delincuente y propone que regrese a Bolivia. La respuesta final es ""política, criminal"""
489,"Andrea del Boca, Thelma Fardin y Leonor Benedetto se ponen el la piel de las ""mujeres inmortales"" de la Argentina https://t.co/rPgVEa79ym https://t.co/vTItMuKyLh",@usuario Qué vergüenza la puta madreeeee y con nuestra plata.,"El comentario critica a las actrices mencionadas y utiliza el término ""puta"". La respuesta final es ""mujer""."
312,"Es hija de chinos, llevó merienda al colegio para compartir y se la rechazaron por temor a contagiarse de coronavirus https://t.co/9qLjmqBwNn",@usuario Pobrecita no soy racista pero hay q cuidar todo pero duele❤❤❤❤❤❤,"El comentario expresa una actitud de rechazo hacia la niña de origen chino y menciona el miedo al contagio del coronavirus. Aunque el comentario comienza negando ser racista, su actitud y rechazo hacia la niña demuestran lo contrario. La respuesta final es ""racismo""."
1023,"""Tucán redimido"": El duro descalificativo de Maximiliano Guerra hacia Florencia Kirchner https://t.co/LMnHQGYAkK https://t.co/BPd4d6tMJ9",@usuario Por la pauta baila el mono.,"El texto utiliza la expresión ""por la pauta baila el mono"" de forma despectiva, aludiendo a la ascendencia étnica de la persona mencionada. La respuesta final es ""racismo""."
843,Keira Knightley no volverá a filmar escenas de sexo dirigidas por hombres https://t.co/7Lz9Wbjhds,@usuario Jaja. Wow qué feminista. Ahora que ya no necesita plata...,"El mensaje se burla de la actriz Keira Knightley por su postura feminismos y sugiere que solo lo hace porque ya no necesita dinero. La respuesta final es ""mujer"""
891,China enviará nueva ayuda sanitaria a la Argentina para mitigar el impacto del coronavirus | Por Martín Dinatale https://t.co/VW8Th1oWln,"@usuario Vienen a qué ? A infectarnos a todos? Por otro lado siento que nos quizo decir que inútiles somos, no sabemos cómo manejar esta pandemia. 😭","El comentario insinúa que los chinos pueden infectarnos a todos y critica la forma en que se está manejando la pandemia en Argentina. La respuesta final es ""racismo"""
649,Luis Novaresio se comprometió con Braulio Bauab: “Estamos felices” https://t.co/9TxObocon2,"@usuario es al pedo
las noticias de homosexuales SIEMPRE venden","El texto desprecia y minimiza las noticias relacionadas con personas homosexuales. La respuesta final es ""lgbti""."
510,"Alberto Fernández: ""Las mujeres mueven el mundo, pero algunos hombres las ayudamos a hacerlo"" https://t.co/IwCw2rv5z6 https://t.co/29vnBw04Sv",@usuario fernandez la quiere poner,"El comentario alude a una supuesta intención sexual de Alberto Fernández hacia las mujeres. La respuesta final es ""mujer"""
766,Científicos identificaron en China otro virus respiratorio“con potencial para convertirse en pandemia” https://t.co/TQYuvSXqrT,"@usuario Ahora los encierran por las dudas, con esta noticia!!🙍‍♀️🙍‍♀️🤦‍♀️🤦‍♀️🤦‍♀️","El comentario hace referencia a los chinos de manera despectiva y negativa. La respuesta final es ""racismo""."
